review,sentiment
"this became a cult movie in chinese college students, though i havnt watched it until it is broadcasted in channel4, UK.<br /><br />full of arty giddy pretentions, the plot is mediocre and unreal; the 'spirit' it wants to convey is how independent artists 'resist the commercisliation of music industry' and maintain their' purity of an artistic soul' and wouldnt 'sell themselves for dirty money'. that is really giddy and superficial; the diologue are mainly pathetic. acting is poor. sceenplay is full of art pretention. it is a fantasy movie for kids and that;s all<br /><br />",negative
"Firstly,I must admit that it isn't a good movie. And,I would never watch this movie if Pacino wasn't in it.<br /><br />The movie is about a publicist's strange 24 hours.And he is overworked,dizzy,sick and sometimes regretful.I don't like the character at all.It's really boring,after 20 minutes you may fall asleep.And I don't understand why Pacino wanted to be a part of this horrible movie.Just because of money or what?<br /><br />Since I'm an avid Pacino fan,I bought this 2002 movie People I Know.If you haven't bought it yet,don't even think about it,it's just a waste of time.",negative
"I found the pace to be glacial and the original story blown way out of proportion to the content. My wife slept through most of it and I did not try to wake her because I felt she was not missing anything.<br /><br />When Holmes and Watson enter the house and then are potentially caught, it is unclear how they could hide all of their entry and burglary tools so quickly. It is also unclear how the door to the study is locked, preventing the servants from getting in.<br /><br />The thing that puzzled me was right at the end when there was a glint in the eye of the broken statute. I have no clue what this was supposed to represent.",negative
"This is one of the few episodes (if not the only one) with an indisputable error in its storytelling. While handling the Ralphie situation Christopher states that he has heard about Pie-O-My's death in the fire accident. This is an important detail because in this context it is quite obvious that Christopher knows from the beginning that Tony is the one who must have killed Ralphie. There is however no way Chris could have heard about the accident. Who should have told him and when? By the time he is torn out of his delirium by Tony's call nobody else was informed. Tony knows that - which makes it even worse! Hearing Christopher talk about Pie- O-My's death could therefore only lead Tony to the conclusion that Chris himself has set the fire. Given the impressively elaborate writing process as told by the writers themselves on the DVD I really wonder none of them realized the problem there. The story just doesn't work that way. Unnecessary to add that I'm a huge fan of the Sopranos. Otherwise, I certainly wouldn't care.",negative
"The name (Frau) of the main character is the German word for ""Woman"". I don't know if that was intentional or not, but if sure got some giggles from the German audience at the Fantasy Film Festival last year, when it was shown.<br /><br />But those were the only giggles the movie got. Not that it was aiming for giggles, it's a horrible movie for heaven's sake! A horrible movie in more than one meaning. It's a shame that a premise like that was wasted with horrible even unbearable moments for the viewer (definetely not for the faint of Heart!!)! And it wasn't even necessary to show all the things that are shown. I'm not even going into a moral obligation (because movies don't really have that kind of task or function) discussion of what is shown here, but this is a new low on the whole ""torture movement"" that has grown in the last few years!",negative
"Rourke does his usual bit part,as a sinister,rancorous,Neanderthalian,ferocious,evil jerk,in the same mold as in ""Picture Claire"",""Out in Fifty"",""Get Carter"",""Double Team"" and the rest of the garbage he happens to be in.<br /><br />He has very few lines.<br /><br />Of course,all this is just junk,undervaluing Rourke,abasing him,and doesn't matter for his characterization as an actor.Still ,after seeing ""A Prayer ..."",""Johnny Handsome"",""Barfly"",""9 1/2 Weeks"",""Year of the Dragon"",etc.,etc.,for many years I considered Rourke an outstanding,smart,intelligent man.I think he has changed since.<br /><br />He looks callous,calcined.<br /><br />""He went about with gloomy looks;/Despair inhabited his breast/And made the man a perfect pest.""(Belloc,""The Example"").<br /><br />I had absolutely no other reason to watch this dull movie except that Rourke was in.",negative
"""Showtime"" falls somewhere north of what some critics have been saying, and a little south of what I expected months ago when I first heard about Eddie Murphy and Robert Di Niro teaming up for a comedy. Overall, it was pretty good! As ""real life"" crime or cops go-- and plot, for that matter-- it is pretty illogical, but DUH--- this is a comedy. Also, while the special effects, chases, aerial shots, and skyscrapers blowing up were present but lower key than a Schwartzenegger movie, I found it a bit tiresome and overdone. 9/11 sensibilities aside, for myself, all that pyro-techno hyper-effect stuff had been getting really old these past few years. It seemed a lame substitute for characterization, story, and engaging emotions. I hope the lesser quantity of it in ""Showtime"" is an indicator of a trend in Hollywood. A trend downwards, of less use of the silly, less use of the exploding building.<br /><br />Di Niro and Murphy are two of my favorites. Their screen presence and charisma-- and even their character depth-- have been ""a joy to behold"" for many years. That can't be dismissed here--- they are engaging actors, and entertaining and appealing in this movie. I can't put my finger on it, but perhaps the explosions, the excessive FX, and all of that diminished the final product??? Perhaps, or perhaps it was something else, or a combination of factors that gives one the sense that the movie didn't achieve its highest potential. Whatever it was, ""Showtime"" was entertaining-- I probably will buy the DVD when it comes out-- but I had the vibe that it nonetheless wasn't all it could have been. At least not all I had hoped for.<br /><br />Very good movie, but not a great movie. I gave it an 8 out of 10.",positive
"The 1960's were a time of change and awakening for most people. Social upheaval and unrest were commonplace as people spoke-out about their views. Racial tensions, politics, the Vietnam War, sexual promiscuity, and drug use were all part of the daily fabric, and the daily news. This film attempted to encapsulate these historical aspects into an entertaining movie, and largely succeeded.<br /><br />In this film, two families are followed: one white, one black. During the first half of the film, the story follows each family on a equal basis through social and family struggles. Unfortunately, the second half of the movie is nearly dedicated to the white family. Admittedly, there are more characters in this family, and the story lines are intermingled, but equal consideration is not given to the racial aspects of this century.<br /><br />On the whole, the acting is well done and historical footage is mixed with color and black and white original footage to give a documentary feel to the movie. The movie is a work of fiction, but clips of well-known historical figures are used to set the time-line.<br /><br />I enjoyed the movie but the situations were predictable and the storyline was one-sided.",negative
"As Americans, we have come to expect crapiness as ""par for the course"" when it comes to HORROR and unknown directors directing unknown actors acting for unknown writers. We truly expect this to suck & when they don't suck,it becomes an over night success.<br /><br />This is NOT an over night success, nor is it an over the weekend or over the month success. This blows from start to finish and my only recommendation is this: GO INTO THIS KNOWING IT SUCKS, enjoy it for what it is, for what it isn't & if you have something better to do, keep this on the back WAY BACK burner. It's entertaining in the way watching the elderly cross a busy street during rush hour, but don't expect much-they almost never get hit by an actual car, its just a lot of hoopla.",negative
"Wow, I can't believe i'm the first and only one to post a comment on this great movie.<br /><br />Although the movie itself seemed interesting enough the real thing that attracted me to this one is Matt lillard, granted most people probably either think he's too caffeine happy or just plain sucks but we're both the same age and from the same generation and i've watched this guy so many times that he's one of my favorites now. This is one of the few movies where he is the big shot and main star kind of like in SLC Punk, another great Lillard film.<br /><br />Baiscally this is storywise your usual heist movies but with more twists than anything, which start to amount to craziness. Also very notable in this movie is another great actor named vincent D'onofrio, a very under appreciated person in the film industry. The woman in the movie is a newcomer and she isn't too bad although you know they hired her mainly for her accent and the nude scene =)<br /><br />It's a game of jack vs jill vs bob as each want to reap the rewards but share with no one. They all try to get eachother to kill off the other and it's a timebomb waiting to explode. Matt shows his true prowess as the scheming JAck who initially starts the whole scheme. Vincent and woman play a couple of art thieves who are in need of money due to a lack of business. Vince's character is a bit deranged and skitz's throughout the movie but that only add to the intensity of the film.<br /><br />The surprises left and right are well welcomed and the ending is very non cliche and makes you feel happy, well maybe that depends on the type of endings you like. This movie kept me very interested besides the fact Matt was in it, it's a great movie and i'd highly recommend it to anyone who likes movies. Critic's probably won't like this movie, but they don't watch movies cause they like movies anyway.",positive
"Well you take O.J. Simpson as a all american soldier turned all american bus driver who decides to rescue his passengers on his own just incase no one else is going to and Arte Johnson in an absolutely straight role as the tour guide who doesn't know what to do but doesn't want to admit they are in trouble and combine it with Lorenzo Lamas as one of three baby faced bad boys who intend to kidnap an heiress and leave a busload of people to die on the dessert and you have got to have action, plot twists and a lot of drama. Everyone was good but seeing Lamas as the baddest of the bad boys really blew my mind. He was much too believable as the overbearing bad guy who not only wanted to kidnap the heiress but rape the women and humiliate the guy who tried to stop him. This was evidently long before he cultivated his good guy image. And believe me a 20 year old Lorenzo in tight jeans you really don't want to miss!",positive
"Wow, what a strange film. It's a David Lynch movie so it's no surprise that it is weird. <br /><br />I defy anyone to totally explain everything in this film. I can't be done. After some research following my second viewing of this film, I pretty much know most of the story but on a first look, and with no aid from other reviewers or outside help, it is hard to figure things out. So, if you're in that boat and was confused, don't feel bad; that's normal. Let me just say the key to the film is Naomi Watts' character.<br /><br />At any rate, I find the film fascinating. I love the wonderful visuals and rich colors and find each character in this movie really different and fun to watch. The camera-work is excellent and the music is creepy, a la Lynch's ""Blue Velvet."" There also are some good sound effects to help some of the dramatic scenes. In all, it's very well scored.<br /><br />Like Lynch's ""Twin Peaks"" television series, this was a film in which the end was pieced together afterward since Lynch thought this film was going to be a long, drawn-out TV series. When that didn't happen, he pieced at the last minute this ending. That may account for some of the confusion at the end and the lack of explanations concerning characters we see earlier in the film but who mysteriously disappear.<br /><br />The theme of the story, supposedly, is a negative comment about Hollywood and what it does to people, especially those whose dreams of being an actor are crushed.<br /><br />Both Watts and the other leading lady, Laura Eleana Harring, are very interesting to watch, especially in their celebrated lesbian sex scene. Looks- wise, both women were chameleons, looking average at times, stunning at other times.<br /><br />I enjoyed this movie more on the second viewing than the first. It's not just a curiosity piece; it's a very intriguing movie.....just don't feel stupid if you can't make sense of a few things.",positive
"Ann-Margret did the best job she has ever done in her history of film making. I felt as if she WAS Mrs. Frey. There might be one or two films of Ann-Margret's I have not seen since her film debut in ""Pocket full of Miracles"" with Betty Davis in 1961. I feel she has been totally under-rated in the industry. Though she was nominated for an Emmy Award for this role in ""Who Will Love My Children,"" she was overlooked. Like she was nominated for an Academy Award for her roles in ""Carnal Knowledge"" and ""Tommy,"" she was snubbed. Over all, I think everyone did a superb acting job including all the children in ""Who Will Love My Children."" Yes, it is a sad movie (as true stories can be), but well worth the time. Thank you.",positive
"I got subjected to this pile one Wednesday afternoon when my mother-in-law was watching it. I can't get over someone basically doing a remake of a crappy high budget Hollywood flop (""the CORE"" with washed up actors like Luke Perry). If the HIGH budget one flopped, what makes people think doing the SAME movie 2 years later with NO budget would go anywhere? I was laughing through most of the movie because of how insanely similar it was (in fact I am shocked it's not held up in Legal rather than airing on TV), and how it was basically the script of the CORE just redone badly, which if you have seen ""the Core"", you know why doing it worse is funny, since the CORE was ALREADY so bad it was funny.<br /><br />If you enjoy getting a laugh out of REALLY bad movies, this one will be right up your alley. The only thing I can say, is that I wish Luke Perry was able to have a career, because he isn't a horrible actor.. he just lands horrible roles. Crappy made for TV movies that will only run on daytime television is pretty much one step closer to the end for him, if it wasn't for 90210 he would have a career.",negative
"What on earth has become of our dear Ramu? Is this the same man who made Sarkar, Satya, and Comapny? I refuse to believe so. If AAG was Ramu's most ambitious project, he has clearly jumped off the high cliff he has ascended by giving the industry some of the greatest works of all times. This movie is made to fall like a brick. I was cringing to leave the theater, but I was forced to sit because I wouldn't have been able to take my car out of the parking lot before others also left. Else, nothing would have made me sit beyond interval.<br /><br />This movie is nowhere close to Sholay. It doesn't even come near it within a mile. I believe Ramu surely loves The Godfather more than Sholay, since Sarkar was a classic piece of work. I read Ramu's interview a couple of days back, in which the interviewer said that Ramu doesn't sleep for more than 4 hours a day, that too not at a stretch. I completely agree with this now, as his lack of sleep has probably taken its toll on the movie.<br /><br />There is no power in the performance. Amitabh Bachchan doesn't even look scary. He looked more terrifying in the few posters and wallpapers I saw earlier. Ramu's favorite Nisha Kothari did a fantastic job in Sarkar because she didn't have many dialogs (in fact none if I remember clearly). She opened her mouth in this movie, and has found a place in history. The new guy playing Jai's role seems to have that brash look, but didn't manage Jai's role at all. I cant go on... Im sorry... my pain is too big for me to manage right now.<br /><br />I promised myself throughout the movie that I will watch the original Sholay once more just to see that it is still there.<br /><br />Bottom Line: Horrible movie. The media and critics are going to cook Ramu's goose. And just to remind all readers once more, I am one of the biggest Ramu fans, and even I cant spare him for this act.",negative
"I'll be honest-- the pimped out purple plane with Snoop Dogg at the helm is an amusing visual gag. It would have been a decent concept for a 30 second commercial, or maybe a 3 minute music video. But the producers have committed the age-old concept comedy sin of stretching 30 seconds of material into an hour and a half of film, and the results are predictably lame. The remainder of the 89 minutes are filled with the typical gamut of racist and sexist humor and fart jokes, offensive and-- worst of all-- painfully unfunny. The threadbare plot screams under the weight of its contrivances. Best to be avoided unless you are drunk or stoned.",negative
"When HOPPITY GOES TO TOWN he discovers nothing but bad news for his little insect neighbors in the Lowlands. Can this honest, good-natured grasshopper save his sweetheart, Miss Honey Bee, from the machinations of the evil C. Bagley Beetle - and also lead his friends to a safe new home - before it's too late?<br /><br />While not one of the great animated features (a very new art at the time this film was created) HOPPITY is an enjoyable film which should bring pleasure to uncritical viewers. Technically it is well made, with animation of a generally high quality. The movie's main drawback is that none of the characters really have any `heart' - they don't come `alive' on the screen in the way Jiminy Cricket did a year earlier in PINOCCHIO.<br /><br />However, it is ultimately unfair to compare the Fleischer Studio output with that of Disney. Max & Dave Fleischer had their own star to follow; their contribution - and it would be a considerable one - would be in the realm of the one-reel cartoon. With their POPEYE and BETTY BOOP series they created alternate realities as viable as any produced by other cartoon studios. HOPPITY was their second experiment with feature length animation (after GULLIVER'S TRAVELS in 1939), and henceforth they would expend their energies again on the cartoon short subject. In fact, the first in the highly acclaimed SUPERMAN series was already in release.<br /><br />HOPPITY'S story owes a great deal to Frank Capra, with it's energetic, go get em hero up against powerful societal forces. Indeed, the film's original title was MR. BUG GOES TO TOWN, which immediately puts one in mind of Gary Cooper or Jimmy Stewart and their Capraesque adventures.<br /><br />Jack Mercer, famous as the voice of Popeye, here speaks for two very different characters, old Mr. Bumble & Swat the Fly. Movie mavens should be able to catch veteran voice actors Pinto Colvig & Mae Questel, both in uncredited roles.<br /><br />The film has some pleasant songs supplied by Hoagy Carmichael & Frank Loesser, of which `Be My Little Baby Bumble Bee' is the most familiar. `We're The Couple In The Castle' is a fine romantic tune which deserves to be rediscovered.<br /><br />It is unfortunate that the film's initial animation, with its sweep out of the heavens and past the in-depth New York skyline, is obscured behind the opening credits.",positive
"THE WATERDANCE (1991) The main character of The Waterdance, played by Eric Stoltz, finds himself in a rehab center with some others similarly injured. And there he must face an harsh new life, confined to a wheelchair. It's an interesting, and promising premise, but unfortunately, it fails to deploy. What ensues instead is largely Hollywood schmaltz, with some interesting moments. Certainly the cast (Eric Stoltz, William Forsythe, Wesley Snipes, et al) is brilliant, and perform well here as one would expect, but their talents are wasted. The characters are mainly stereotypes of one kind or another, and most of them are thoroughly unlikeable (the Snipes character being the exception). I suppose this is some kind of attempt to break through people's ideas about the handicapped being ""crippled"" or ""weak"", by depicting them, for the most part, as in-your-face pricks, but it makes for an entirely annoying experience. Admittedly it will show you something of what those with permanent disabilities go through, in a way that is not softened or romanticized, which is useful, and a good idea, but while the process being depicted can make one a difficult person to get along with, and that's worth dealing with, it is not part and parcel to that that these characters must be, to varying degrees, despicable. They wouldn't have to be Disneyfied, either; surely there's a middle ground somewhere. By the film's conclusion, the Eric Stoltz character has come to accept his status as a handicapped person, but since he is such a flaming narcissistic monster from the beginning of the film to the end, we couldn't care less. <br /><br />In addition to its character problems, the film suffers from that weird syndrome that so many Hollywood movies suffer from; the syndrome doesn't really have an official name, but you might call it ""Inexplicable Forgiveness Syndrome"". It goes something like this: characters abuse the crap out of each other, and then without so much as an apology, all is forgiven (an especially obnoxious example of this is in the movie The Breakfast Club, in which one character spends most of the film verbally bullying everybody within earshot; as a resultthey love him. In one of the the latest examples, Spiderman 3, supervillain The Sandman lays waste to a chunk of Manhattan, then wails on Spiderman for what seems like about 15 monotonous minutes before being waved off with what amounts to ""bye, now""). The most egregious example of IFS in The Waterdance is a sequence in which, after being called the n-word by William Forsythe's racist biker character and his friends in the previous scene, the Wesley Snipes character whoops it up with the same Forsythe character in the next scene, as if nothing had just happened just a short time hence. Again, without so much as an ""Oh yeah, sorry about that business back there where I, you know, called you the n-word"". It makes me wonder, do these people actually watch these movies before they release them, or do they just film them with their eyes closed, kind of slap them together in the editing room according to scene number, and call it a day's work?",negative
"Here is another great film critics will love. The problem is that it is not a very good movie.<br /><br />The films premise is simple. Nine convicts escape a prison after the tenth one goes crazy and tells them where the treasure is.<br /><br />The first half has a lot of slapstick some of it very broad while the second half is a character driven descent into fantasy and melancholy.<br /><br />The two halves simply don't mix. Individual scenes do work very well (The guys crashing a friends house who has a new Filipino bride is hilarious While a later scene with the big guy working in the restaurant tugs at the heartstrings.) They simply don't mesh with each other.<br /><br />The movie as well is missing entire set-ups. One scene shows the guys desperately looking for change under a deserted vending machine to buy a snack. The very next scene has the whole crew in drag sitting down in a restaurant. Where did they get the dresses and wigs? (The crew includes both the big guy and a midget) How did they get all the clothes and money to buy the meal? And most puzzling is why are they in drag? They are clearly guys in drag and lets face it is there anything more memorable to witnesses than a big guy and a dwarf eating a meal dressed as women? I mention the big guy and the dwarf because besides the old guy everyone else seems to blend into each other. (In fact they wear matching white jumpsuits throughout most of the movie) The movie has very little character development in the first half and as a result the second half really lacks an emotional punch. As we are often trying to figure out who is who in their individual payoff scenes.<br /><br />Speaking of a drag the second half has all those wonderful sweeping camera shots and big emotional moments and great symbolism that makes a great film. It is also excruciatingly slow which makes for a boring movie.<br /><br />9 Souls is a big disappointment, the reviews gush about a great film and it's in there somewhere, good luck finding it yourself.",negative
"Footlight Parade is among the best of the 1930's musical comedy extravaganzas. A snappy script and an all-star cast including Jimmy Cagney, the lovely Joan Blondell, Dick Powell, and Ruby Keeler make this film a cut above the rest. Directed and choreographed by the creative genius Busby Berkeley, this film will have you grinning from ear-to-ear from start to finish.<br /><br />Busby, of course, is the undisputed master of the Hollywood musical with ""Gold Diggers of 1933"" and ""42nd Street"" to his credit (as Dance Director). Footlight Parade is graced by hundreds of scantily-clad chorus girls, a Berkeley trademark. The elaborate dance numbers were shot with only one camera and Busby was the first director to film close-ups of the dancers. His obsession with shapely legs and ""rear-view"" shots is amply demonstrated here. The overall effect is highly erotic and mesmerizing.<br /><br />Our boy Jimmy Cagney plays Chester Kent, a producer of ""prologues"" or short musical stage productions that were performed in movie theaters to entertain the audience before the talkies were shown. He's surrounded by crooked partners, a corporate spy, and a gold-digging girlfriend. Although Cagney had a solid background in vaudeville, this was the first film in which he showed his dancing talents. Joan Blondell is memorable as Cagney's wise-cracking, lovestruck secretary. And Ruby Keeler is adorable, as always.<br /><br />The film climaxes with three outstanding production numbers, ""Honeymoon Hotel"", ""The Waterfall"", and ""Shanghai Lil"", each one a masterpiece and not likely to be duplicated in today's Hollywood where so-called ""special effects"" have replaced creative cinematography.<br /><br />Claudia's Bottom Line: Clever and erotic, with some of the best musical production numbers ever put on celluloid. A thoroughly enjoyable Depression era romp.",positive
"Interesting topic. Pathetic delivery - script and direction. <br /><br />Our hero, Miles, thaws out and has his emergency world-first life restoration surgery. This is where the fun begins. The underlying issue is that Miles has NO SOUL!!! This is used to explain his quasi-erratic behaviour of being indirectly responsible for two deaths (I believe this to be the total number of deaths in 104 minutes). <br /><br />On the livlier side, Miles prefers the odd glass of brandy, blazing fireplaces and his young, maturing female cousin. The finale does indeed do justice to this film.<br /><br />Some thoughts: 1. Producer $$$ were parted with to create this tripe. J.D. Feigelson was the script writer and a (or sole) producer. Looks like he did not learn a lesson on ""how not to bring an interesting idea to life"" when one views his other writing credits. This will support the credibility of this script.<br /><br />2. Now available on DVD!!! This IS truly scary. Should be forever ""Bottom of the Shelf"" in VHS format.<br /><br />3. A re-incarnated human without a soul will default to an evil entity. <br /><br />4. The score offers minimal support. Not even an in-form Jerry Goldsmith could save it.<br /><br />5. Deserved the 0230 time slot on TV and a touch more entertaining than the infomercials + test patterns it was competing against at the time of my viewing.<br /><br />6. Thankfully did not spawn any sequels ala Wes Craven's ""Nightmare"" franchise. Chiller Too: The Return Return of Miles, or something like that.<br /><br />Despite my rating of 1, I still recommend this movie as a great example of how to kill an acting or script-writing career. This should apply to directing, however Wes Craven will eternally be exempt due to his sole good piece of ""A Nightmare on Elm Street"" 1984.",negative
"I was excited at the concept of my favorite comic book hero being on television... and sorely disappointed at the end result.<br /><br />The only ""amazing"" thing was the wall crawling (despite the visibility of the cable). I didn't think Nick Hammond was Peter Parker... and he was visibly of a different build than the guy who did the stunts in the spider suit. You could tell they were two different actors.<br /><br />Granted, I can also spot in the modern Spider-Man movies when I am looking at Tobey Macguire and when I am looking at CGI. But that is from a trained eye and experience working with CGI. Still, the 70's version could have been better despite lack of Special FX.<br /><br />The webs were hokey and looked like ropes that seemed to wrap around things rather than stick to them. And what was up with giving him a spider mobile to ride around in. Hello? He's the web slinger people.<br /><br />Sorry... didn't mean to get so worked up, but our beloved wall crawler deserved better.",negative
"I would reccomend this film to everyone. Not only to the fans of the rocker Luciano Ligabue, but to all film-buffs. Because it's sincere, moving, funny and true. Because Ligabue is a born storyteller and a film lover, and every frame of his film is made with love and care. Because his characters are loved and ask to be loved. Because most of the Italian debut films are lousy and this one, done by an outsider, is a real joy to watch and to listen at. Because Stefano Accorsi is gorgeous and reminds me of Andrea Pazienza, who was, like Freccia, beautiful and talented and good and lost his life because of the heroin, that Ligabue shows as it is, unglamorous and ugly, without indulging in easy moralisms. Because it's a film that speaks to our heart, our ears, our souls. And because I lived the experience of the FM radios and it was exactly like that. Thanks, Luciano!",positive
"Film version of Sandra Bernhard's one-woman off-Broadway show is gaspingly pretentious. Sandra spoofs lounge acts and superstars, but her sense of irony is only fitfully interesting, and fitfully funny. Her fans will say she's scathingly honest, and that may be true. But she's also shrill, with an unapologetic, in-your-face bravado that isn't well-suited to a film in this genre. She doesn't want to make nice--and she's certainly not out to make friends--and that's always going to rub a lot of people the wrong way. But even if you meet her halfway, her material here is seriously lacking. Filmmaker Nicolas Roeg served as executive producer and, though not directed by him, the film does have his chilly, detached signature style all over it. Bernhard co-wrote the show with director John Boskovich; their oddest touch was in having all of Sandra's in-house audiences looking completely bored--a feeling many real viewers will most likely share. *1/2 from ****",negative
"While I was watching this movie I never thought I'd be defending it. It's honest enough from the begininning about not having much of a plot. There's no real characters to latch onto except the killer. Some of the acting can be better, but most of it is capable.<br /><br />I know, a three out of ten isn't stellar, but there are reviews saying it was shot poorly and completely useless, etc. I think it set out to do what it's supposed to fairly well. The lighting is minimal at times, more natural than most audiences are used to, but it's supposed top look like a camcorder snuff film. In fact, at times the quality is probably still too high to be true to that, but nobody would make it through tne minutes of camera work that's truly that bad.<br /><br />It's not particularly scary, but it is disturbing at times. There are one or two characters who don't come across as believable at all and the soundtrack does get tiring at times, but overall it was put together cleaner than a lot of camcorder movies.",negative
"I'm sorry to see that it has been rated that low by many people. The series started off very good and after the first season it wasn't that good.<br /><br />People tend to forget the beginning of something and only look at the end. This is not good to do, you should look at the total, not the end result. It is sad that a lot of the ""usual"" characters died but, damn, we had a lot of nice NEW characters.<br /><br />Please do not attach yourself to a few characters but attach yourself to the series, the plot. Please do understand that I didn't like it when Boone died, when Augur died but well... it needs to be done. Can you imagine that everyone keeps living the whole series when they are in a lot of danger all the time? Come on, face it, if they didn't die they would be invincible. In this way you will always keep the tension, will he survive, will he die? I do realize that people attach their selves to characters, I do that too. My favorite character was Augur, the one who could get into every computer he wanted. He was the one who was mysterious, he could do things with the computer no one else could do.<br /><br />I wish to make one statement to all the people who vote negative, does a series which started so good deserve to have such low rating? Should we look at the final season instead of the total? Should we not see how good the series was when it started? Should we not see how much we enjoyed it?",positive
"William Shakespeare's plays are classified as comedy, tragedy, or history. Some of his most memorable --and most often read -- creations provide us with wistful humor, gentle poetry and hilarious slapstick. Some of them survive as unforgettable dramas of compelling depth and gravity. Regardless, he was able to write with unparalleled skill and inventiveness, contributing greatly to our young language. So in what category lies The Merchant of Venice ? I was very surprised to find it is one of Shakespeare's comedies. I had never before read it nor seen it, but after watching this most recent film version I have decided it is neither and it is both. This is one of many questions the viewer must try to answer when coming to terms with what is clearly a perplexing and deeply troubling moral tragedy.<br /><br />The players are introduced quickly, and simply. One of them, firstly, is Venice itself; director Michael Radford filmed the Venetian scenes in the actual city, creating an impressively vibrant, bustling backdrop to the play's proceedings. To this scenery enters the youthful Bassanio (Joseph Fiennes), returning to Venice to see a dear old friend, Antonio (Jeremy Irons). It seems the poor Bassanio has heard of a princess whose father has died and has left to any potential suitors a lottery of sorts. Waiting at the fair lady's island estate are three small trunks, <br /><br />only one of which contains ""images of the princess"". He who can guess the right one, using only blind intuition and the cryptic teasers written upon them, will be bestowed the father's huge fortune for life. Oh, and his daughter and her eternal love in marriage, I forgot to mention. Here the light comedy of Shakespeare takes over the movie. This farcical plot element drives the story and also fills up much of the film's screen time, as a number of painfully eager opportunists arrive at the island, humorously vying for and failing to earn this very wealthy hand in marriage. But before any of this occurs Bassanio, very much lacking in finances, entreats Antonio to loan him three thousand ducats to pay for the lengthy journey he must take to have his shot at the prize. <br /><br />Antonio, himself nearly penniless, must reluctantly embrace humility by seeking the financial aid of Shylock (Al Pacino), one of countless Jewish usurers who keep the sagging economy afloat yet are scorned and persecuted to no end by the city's zealously Christian majority. Thus they dwell in society's underbelly, and it is here the two borrowers must go. Shylock does not hesitate to remind the two men of a certain incident where Antonio insulted and spat on him in the city market, and he proudly rebukes this man who frankly has a lot of nerve now coming to ask for help. But help him Shylock does. He even erases any kind of interest on the loan, most likely feeling he has no reason to be concerned if Antonio will be able to repay him within three months. Still, Shylock's one contractual demand is a pound of Antonio's flesh, should he renege on their agreement. This is an unsettling request, to be sure, for Antonio and Bassanio as well as for us. But it appears that despite his justifiable pride Shylock does not really anticipate seeing such a gruesome act occurring. <br /><br />So here the dramatic groundwork has been laid. And while the film goes off to explore its gentler side with its love lottery and mistaken identities, there still looms the gloomy prospect of the loan itself. In the end, what will become of this ominous agreement? Meanwhile we are left at turns to explore the true central character of Shylock. Al Pacino has ample dramatic weight to carry here, and he does so with convincing grit and passion. There are times when he is given room for the theatrics we have come to expect from such a colorful actor. But his most impressive scenes are the ones where he internalizes this energy, showing a conflicted personality: honest, sincere, and proud, yet brooding, vengeful and entirely remorseless. This is one of Pacino's most heartfelt performances to date. And while the rest of the cast play their roles creditably and convincingly, it is Pacino who really owns the film -- especially toward the end, when Shakespeare upends this seeming romantic comedy with a wallop of a third act.<br /><br />I shall not reveal much here; all I can say is that it involves the initial loan -- a mighty shoe one expected would drop sooner or later. And does it ever. By the end Shakespeare has raised a host of dilemmas for his audience: seemingly unresolvable questions of faith, morality, law, and mercy are thrown before us through the final scenes, and while by curtain's close the playwright's position may seem clear to some, we are left completely at odds. There are winners and losers in this one, but have the winners earned their spoils with good reason, or have they in a larger sense ended out losing as well? Has virtue been rewarded, or simply flouted? Has justice in fact this time been just? By the play's finish some fates are painfully clear, and unequivocally sealed. But the audience are to be the ones who really decide the verdict for all of those involved. And for some the verdict is still out for the play as well. Comedy or tragedy? The author has cunningly veiled the intense courtroom finale with an ending of light mirth and pat romantic resolutions. Is he saying that all is well that ends well, or is this his final, ironic condemnation? The play's humor serves to set us up nicely for such a heavy crash. And while it is also what unfortunately keeps The Merchant of Venice from achieving the greatness of so many of Shakespeare's other works, it is still engaging, amusing, and thought-provoking beyond measure.",positive
"I was never all that impressed by Night Gallery, but this one episode stands out.<br /><br />A TV network executive auditions an odd act - a young, nerdy boy who proceeds to make prognostications. The exec dismisses the whole thing as a flaky waste of time until both predictions come true the next morning.<br /><br />What first seemed a parlor act becomes a hit show as the kid's predictions prove consistently accurate.<br /><br />Then, one day, he refuses to do the show. Facing imminent showtime, everyone's at wit's end, even threatening him with legal action if he doesn't fulfill his contract and make his daily predictions.<br /><br />The young boy relents, and foretells a seemingly utopian tomorrow.<br /><br />After the show, the befuddled executive asks for an explanation, only to learn why the complete truth is too terrifying to reveal.",positive
"***Might not consider this having a spoiler, but I'd rather be cautious than careless*** I never saw this movie when I was little. I fell in love with it the first time I saw it with my three year old daughter. I can watch it over and over again.<br /><br />For the little acting Ilene Woods did in her lifetime, she was a wonderful voice for Cinderella; very appealing; very believable. The music really fit the movie perfectly. The acting was great; loved the mice!! You really ""hated"" Lady Tremain and the step-sisters; they were just awful. The cartoonists depicted the spoiled behavior very well.<br /><br />This is a wonderful movie, especially if you are into love stories. My daughter has seen the movie about 25 times and still gets excited at the end.",positive
